_id,_version,_score,_source.agent.ip,_source.agent.name,_source.agent.id,_source.manager.name,_source.data.win.eventdata.addressLength,_source.data.win.eventdata.clientPID,_source.data.win.eventdata.address,_source.data.win.eventdata.queryName,_source.data.win.system.eventID,_source.data.win.system.keywords,_source.data.win.system.providerGuid,_source.data.win.system.level,_source.data.win.system.channel,_source.data.win.system.opcode,_source.data.win.system.message,_source.data.win.system.version,_source.data.win.system.systemTime,_source.data.win.system.eventRecordID,_source.data.win.system.threadID,_source.data.win.system.computer,_source.data.win.system.task,_source.data.win.system.processID,_source.data.win.system.severityValue,_source.data.win.system.providerName,_source.rule.firedtimes,_source.rule.mail,_source.rule.level,_source.rule.description,_source.rule.groups,_source.rule.id,_source.decoder.name,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,_source.data.win.eventdata.subjectLogonId,_source.data.win.eventdata.subjectDomainName,_source.data.win.eventdata.targetLinkedLogonId,_source.data.win.eventdata.impersonationLevel,_source.data.win.eventdata.authenticationPackageName,_source.data.win.eventdata.targetLogonId,_source.data.win.eventdata.logonProcessName,_source.data.win.eventdata.logonGuid,_source.data.win.eventdata.targetUserName,_source.data.win.eventdata.keyLength,_source.data.win.eventdata.elevatedToken,_source.data.win.eventdata.subjectUserSid,_source.data.win.eventdata.processId,_source.data.win.eventdata.processName,_source.data.win.eventdata.targetDomainName,_source.data.win.eventdata.targetUserSid,_source.data.win.eventdata.virtualAccount,_source.data.win.eventdata.logonType,_source.data.win.eventdata.subjectUserName,_source.rule.hipaa,_source.rule.pci_dss,_source.rule.tsc,_source.rule.nist_800_53,_source.rule.gdpr,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.rule.gpg13,_source.data.dpkg_status,_source.data.package,_source.data.arch,_source.data.version,_source.full_log,_source.data.sca.scan_id,_source.data.sca.check.result,_source.data.sca.check.remediation,_source.data.sca.check.compliance.pci_dss,_source.data.sca.check.compliance.tsc,_source.data.sca.check.compliance.cis_csc,_source.data.sca.check.compliance.cis,_source.data.sca.check.description,_source.data.sca.check.id,_source.data.sca.check.title,_source.data.sca.check.rationale,_source.data.sca.check.command,_source.data.sca.type,_source.data.sca.policy,_source.rule.cis_csc,_source.rule.cis,_source.data.sca.check.references,_source.data.sca.check.compliance.nist_800_53,_source.data.sca.check.reason,_source.data.sca.check.file,_source.data.sca.check.compliance.hipaa,_source.data.sca.check.compliance.gdpr_IV,_source.data.sca.check.compliance.gpg_13,_source.rule.gdpr_IV,_source.rule.gpg_13,_source.data.sca.check.directory,_source.predecoder.hostname,_source.predecoder.program_name,_source.predecoder.timestamp,_source.data.uid,_source.data.dstuser,_source.decoder.parent,_source.previous_output,_source.previous_log,_source.data.sca.check.registry,_source.data.sca.check.compliance.gpg13,_source.data.win.eventdata.param3,_source.data.win.eventdata.param4,_source.data.win.eventdata.param1,_source.data.win.eventdata.param2,_source.data.win.system.eventSourceName,_source.rule.info,_source.data.srcip,_source.data.srcport,_source.data.win.eventdata.binary,_source.data.sca.score,_source.data.sca.total_checks,_source.data.sca.file,_source.data.sca.policy_id,_source.data.sca.invalid,_source.data.sca.description,_source.data.sca.passed,_source.data.sca.failed,_source.data.extra_data,_source.syscheck.mode,_source.syscheck.path,_source.syscheck.value_type,_source.syscheck.sha1_after,_source.syscheck.size_after,_source.syscheck.arch,_source.syscheck.event,_source.syscheck.md5_after,_source.syscheck.sha256_after,_source.syscheck.value_name,_source.syscheck.md5_before,_source.syscheck.sha256_before,_source.syscheck.changed_attributes,_source.syscheck.sha1_before,_source.syscheck.uname_after,_source.syscheck.gname_after,_source.syscheck.mtime_after,_source.syscheck.uid_after,_source.syscheck.gid_after,_source.syscheck.win_perm_after,_source.syscheck.mtime_before,_source.data.id,_source.syscheck.gid_before,_source.data.win.eventdata.data,_source.data.srcuser,_source.data.win.eventdata.p1,_source.data.win.eventdata.p2,_source.data.win.eventdata.rechecking,_source.data.win.eventdata.p3,_source.data.win.eventdata.attachedFiles,_source.data.win.eventdata.p4,_source.data.win.eventdata.reportId,_source.data.win.eventdata.p5,_source.data.win.eventdata.p6,_source.data.win.eventdata.reportStatus,_source.data.win.eventdata.bucket,_source.data.win.eventdata.storePath,_source.data.win.eventdata.bucketType,_source.data.win.eventdata.hashedBucket,_source.data.win.eventdata.response,_source.data.win.eventdata.eventName,_source.data.win.eventdata.cabGuid,_source.data.win.eventdata.cabId,_source.data.win.eventdata.serviceType,_source.data.win.eventdata.accountName,_source.data.win.eventdata.imagePath,_source.data.win.eventdata.startType,_source.data.win.eventdata.serviceName,_source.data.win.eventdata.ipAddress,_source.data.win.eventdata.workstationName,_source.data.win.eventdata.subStatus,_source.data.win.eventdata.ipPort,_source.data.win.eventdata.failureReason,_source.data.win.eventdata.status,_source.data.win.eventdata.extraInfo,_source.data.vulnerability.reference,_source.data.vulnerability.severity,_source.data.vulnerability.cve,_source.data.vulnerability.package.name,_source.data.vulnerability.package.version,_source.data.vulnerability.package.architecture,_source.data.vulnerability.published,_source.data.vulnerability.enumeration,_source.data.vulnerability.title,_source.data.vulnerability.type,_source.data.vulnerability.cvss.cvss3.base_score,_source.data.vulnerability.updated,_source.data.vulnerability.status,_source.data.gid,_source.data.tty,_source.data.pwd,_source.data.command,_source.decoder.ftscomment,_source.data.win.eventdata.updateRevisionNumber,_source.data.win.eventdata.updateGuid,_source.data.win.eventdata.serviceGuid,_source.data.win.eventdata.errorCode,_source.data.win.eventdata.updateTitle,_source.data.win.eventdata.messageText,_source.data.win.eventdata.method,_source.data.win.eventdata.stage,_source.data.win.eventdata.context,_source.data.win.eventdata.url,_source.data.shell,_source.data.home,_source.data.win.eventdata.previousTime,_source.data.win.eventdata.newTime
'-0lltJEBz5Sj0Mnmpqfc,1,1,192.168.28.148,Windows,001,ubuntu,128,944,02000000C0A81C02000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,terminal,1014,0x4000000010000000,{1c95126e-7eea-49a9-a3fe-a378b03ddb4d},3,System,0,"""Name resolution for the name terminal timed out after none of the configured DNS servers responded. Client PID 944.""",1,2024-09-02T20:20:41.2677734Z,970,7288,test,1014,1960,WARNING,Microsoft-Windows-DNS-Client,1,FALSE,5,Name resolution for the name terminal timed out,"[""windows"",""windows_system""]",61109,windows_eventchannel,log,"Sep 2, 2024 @ 20:20:42.073",EventChannel,1725308442.2108123,"Sep 2, 2024 @ 20:20:42.073", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
'-ElltJEBz5Sj0MnmEqdu,1,1,192.168.28.148,Windows,001,ubuntu, , , , ,4624,0x8020000000000000,{54849625-5478-4994-a5ba-3e3b0328c30d},0,Security,0,"""An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		TEST$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Remote Credential Guard:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x2ec
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested.""",3,2024-09-02T20:20:04.6028457Z,1942,5484,test,12544,776,AUDIT_SUCCESS,Microsoft-Windows-Security-Auditing,6,FALSE,3,Windows logon success.,"[""windows"",""windows_security"",""authentication_success""]",60106,windows_eventchannel,log,"Sep 2, 2024 @ 20:20:05.293",EventChannel,1725308405.2088356,"Sep 2, 2024 @ 20:20:05.293",0x3e7,WORKGROUP,0x0,%%1833,Negotiate,0x3e7,Advapi,{00000000-0000-0000-0000-000000000000},SYSTEM,0,%%1842,S-1-5-18,0x2ec,C:\\Windows\\System32\\services.exe,NT AUTHORITY,S-1-5-18,%%1843,5,TEST$,"[""164.312.b""]","[""10.2.5""]","[""CC6.8"",""CC7.2"",""CC7.3""]","[""AC.7"",""AU.14""]","[""IV_32.2""]","[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]","[""7.1"",""7.2""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
sSIHtJEBA3BdbeET0WOR,1,1, ,ubuntu,000,ubuntu, , , , , , , , , , , , , , , , , , , , ,1,FALSE,7,New dpkg (Debian Package) installed.,"[""syslog"",""dpkg"",""config_changed""]",2902,dpkg-decoder,log,"Sep 2, 2024 @ 18:37:46.066",/var/log/dpkg.log,1725302267,"Sep 2, 2024 @ 18:37:46.066", , , , , , , , , , , , , , , , , , , ,"[""164.312.b""]","[""10.6.1"",""10.2.7""]","[""CC7.2"",""CC7.3"",""CC6.8"",""CC8.1""]","[""AU.6"",""AU.14""]","[""IV_35.7.d""]", , , ,"[""4.10""]",status installed,ureadahead,amd64,0.100.0-19.1,2024-09-02 11:37:44 status installed ureadahead:amd64 0.100.0-19.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
uiIHtJEBA3BdbeET0WOR,1,1, ,ubuntu,000,ubuntu, , , , , , , , , , , , , , , , , , , , ,4,FALSE,7,CIS Ubuntu Linux 16.04 LTS Benchmark v1.1.0: Ensure mounting of hfs filesystems is disabled.,"[""sca""]",19007,sca,log,"Sep 2, 2024 @ 18:37:55.211",sca,1725302275,"Sep 2, 2024 @ 18:37:55.211", , , , , , , , , , , , , , , , , , , , ,"[""2.2"",""2.2.5""]","[""CC7.1"",""CC7.2"",""CC6.3""]","[""CM.1""]","[""IV_35.7.d""]", , , , , , , , , ,1083516960,failed,Edit or create a file in the /etc/modprobe.d/ directory ending in .conf Example: vim /etc/modprobe.d/hfs.conf and add the following line: install hfs /bin/true Run the following command to unload the hfs module: # rmmod hfs,2.2.5,CC6.3,13,1.1.1.4,The hfs filesystem type is a hierarchical filesystem that allows you to mount Mac OS filesystems.,21503,Ensure mounting of hfs filesystems is disabled.,"Removing support for unneeded filesystem types reduces the local attack surface of the system. If this filesystem type is not needed, disable it.","[""modprobe -n -v hfs""]",check,CIS Ubuntu Linux 16.04 LTS Benchmark v1.1.0,"[""13""]","[""1.1.1.4""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
xiIHtJEBA3BdbeET0WOR,1,1, ,ubuntu,000,ubuntu, , , , , , , , , , , , , , , , , , , , ,16,FALSE,7,CIS Ubuntu Linux 16.04 LTS Benchmark v1.1.0: Ensure separate partition exists for /var/log/audit.,"[""sca""]",19007,sca,log,"Sep 2, 2024 @ 18:37:55.214",sca,1725302275,"Sep 2, 2024 @ 18:37:55.214", , , , , , , , , , , , , , , , , , , , ,"[""2.2"",""2.2.4""]","[""CC7.1"",""CC7.2"",""CC5.2""]","[""CM.1"",""CM.1""]","[""IV_35.7.d""]", , , , , , , , , ,1083516960,failed,"For new installations, during installation create a custom partition setup and specify a separate partition for /var/log/audit. For systems that were previously installed, create a new partition and configure /etc/fstab as appropriate.",2.2.4,CC5.2,6.3,1.1.11,"The auditing daemon, auditd, stores log data in the /var/log/audit directory.",21515,Ensure separate partition exists for /var/log/audit.,"There are two important reasons to ensure that data gathered by auditd is stored on a separate partition: protection against resource exhaustion (since the audit.log file can grow quite large) and protection of audit data. The audit daemon calculates how much free space is left and performs actions based on the results. If other processes (such as syslog) consume space in the same partition as auditd, it may not perform as desired.","[""mount""]",check,CIS Ubuntu Linux 16.04 LTS Benchmark v1.1.0,"[""6.3""]","[""1.1.11""]",http://tldp.org/HOWTO/LVM-HOWTO/,CM.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
xyIHtJEBA3BdbeET0WOR,1,1, ,ubuntu,000,ubuntu, , , , , , , , , , , , , , , , , , , , ,17,FALSE,7,CIS Ubuntu Linux 16.04 LTS Benchmark v1.1.0: Ensure separate partition exists for /home.,"[""sca""]",19007,sca,log,"Sep 2, 2024 @ 18:37:55.214",sca,1725302275,"Sep 2, 2024 @ 18:37:55.214", , , , , , , , , , , , , , , , , , , , ,"[""2.2"",""2.2.4""]","[""CC7.1"",""CC7.2"",""CC5.2""]","[""CM.1"",""CM.1""]","[""IV_35.7.d""]", , , , , , , , , ,1083516960,failed,"For new installations, during installation create a custom partition setup and specify a separate partition for /home. For systems that were previously installed, create a new partition and configure /etc/fstab as appropriate.",2.2.4,CC5.2,5.1,1.1.12,The /home directory is used to support disk storage needs of local users.,21516,Ensure separate partition exists for /home.,"If the system is intended to support local users, create a separate partition for the /home directory to protect against resource exhaustion and restrict the type of files that can be stored under /home.","[""mount""]",check,CIS Ubuntu Linux 16.04 LTS Benchmark v1.1.0,"[""5.1""]","[""1.1.12""]",http://tldp.org/HOWTO/LVM-HOWTO/,CM.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0CIHtJEBA3BdbeET0WOR,1,1, ,ubuntu,000,ubuntu, , , , , , , , , , , , , , , , , , , , ,23,FALSE,7,CIS Ubuntu Linux 16.04 LTS Benchmark v1.1.0: Ensure permissions on bootloader config are configured.,"[""sca""]",19007,sca,log,"Sep 2, 2024 @ 18:37:55.216",sca,1725302276,"Sep 2, 2024 @ 18:37:55.216", , , , , , , , , , , , , , , , , , , , ,"[""2.2"",""2.2.4""]","[""CC7.1"",""CC7.2"",""CC5.2""]","[""CM.1"",""CM.1""]","[""IV_35.7.d""]", , , , , , , , , ,1083516960,failed,"Run the following commands to set permissions on your grub configuration: chown root:root /boot/grub/grub.cfg, chmod og-rwx /boot/grub/grub.cfg",2.2.4,CC5.2,5.1,1.4.1,The grub configuration file contains information on boot settings and passwords for unlocking boot options. The grub configuration is usually grub.cfg stored in /boot/grub.,21524,Ensure permissions on bootloader config are configured.,Setting the permissions to read and write for root only prevents non-root users from seeing the boot parameters or changing them. Non-root users who read the boot parameters may be able to identify weaknesses in security upon boot and be able to exploit them.,"[""stat /boot/grub/grub.cfg""]",check,CIS Ubuntu Linux 16.04 LTS Benchmark v1.1.0,"[""5.1""]","[""1.4.1""]", ,CM.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0yIHtJEBA3BdbeET0WOR,1,1, ,ubuntu,000,ubuntu, , , , , , , , , , , , , , , , , , , , ,4,FALSE,3,CIS Ubuntu Linux 16.04 LTS Benchmark v1.1.0: Ensure XD/NX support is enabled.,"[""sca""]",19008,sca,log,"Sep 2, 2024 @ 18:37:55.234",sca,1725302276,"Sep 2, 2024 @ 18:37:55.234", , , , , , , , , , , , , , , , , , , , ,"[""2.2"",""2.2.4""]","[""CC7.1"",""CC7.2"",""CC5.2""]","[""CM.1"",""CM.1""]","[""IV_35.7.d""]", , , , , , , , , ,1083516960,passed,"On 32 bit systems install a kernel with PAE support, no installation is required on 64 bit systems: If necessary configure your bootloader to load the new kernel and reboot the system. You may need to enable NX or XD support in your bios.",2.2.4,CC5.2,8.3,1.5.2,"Recent processors in the x86 family support the ability to prevent code execution on a per memory page basis. Generically and on AMD processors, this ability is called No Execute (NX), while on Intel processors it is called Execute Disable (XD). This ability can help prevent exploitation of buffer overflow vulnerabilities and should be activated whenever possible. Extra steps must be taken to ensure that this protection is enabled, particularly on 32-bit x86 systems. Other processors, such as Itanium and POWER, have included such support since inception and the standard kernel for those platforms supports the feature.",21528,Ensure XD/NX support is enabled.,Enabling any feature that can protect against buffer overflow attacks enhances the security of the system.,"[""dmesg""]",check,CIS Ubuntu Linux 16.04 LTS Benchmark v1.1.0,"[""8.3""]","[""1.5.2""]", ,CM.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1yIHtJEBA3BdbeET0WOR,1,1, ,ubuntu,000,ubuntu, , , , , , , , , , , , , , , , , , , , ,1,FALSE,3,CIS Ubuntu Linux 16.04 LTS Benchmark v1.1.0: Ensure the SELinux state is enforcing.,"[""sca""]",19009,sca,log,"Sep 2, 2024 @ 18:37:55.276",sca,1725302276,"Sep 2, 2024 @ 18:37:55.276", , , , , , , , , , , , , , , , , , , , ,"[""2.2"",""2.2.4""]","[""CC7.1"",""CC7.2"",""CC5.2""]","[""CM.1"",""CM.1""]","[""IV_35.7.d""]", , , , , , , , , ,1083516960,not applicable,Edit the /etc/selinux/config file to set the SELINUX parameter: SELINUX=enforcing ,2.2.4,CC5.2,14.6,1.6.1.2,Set SELinux to enable when the system is booted.,21532,Ensure the SELinux state is enforcing.,SELinux must be enabled at boot time in to ensure that the controls it provides are in effect at all times.,"[""sestatus""]",check,CIS Ubuntu Linux 16.04 LTS Benchmark v1.1.0,"[""14.6""]","[""1.6.1.2""]", ,CM.1,Invalid path or wrong permissions to run command 'sestatus',"[""/etc/selinux/config""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4iIHtJEBA3BdbeET0mNg,1,1, ,ubuntu,000,ubuntu, , , , , , , , , , , , , , , , , , , , ,13,FALSE,3,CIS Ubuntu Linux 16.04 LTS Benchmark v1.1.0: Ensure permissions on /etc/issue.net are configured.,"[""sca""]",19008,sca,log,"Sep 2, 2024 @ 18:37:55.392",sca,1725302275.108601,"Sep 2, 2024 @ 18:37:55.392", , , , , , , , , , , , , , , , , , , ,"[""164.312.b""]","[""2.2"",""10.2.5""]","[""CC7.1"",""CC7.2"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3"",""CC7.4""]","[""CM.1"",""AU.14"",""AC.7""]","[""IV_35.7.d""]", , , , , , , , , ,1083516960,passed,Run the following commands to set permissions on /etc/issue.net: # chown root:root /etc/issue.net # chmod 644 /etc/issue.net,10.2.5,"CC6.1,CC6.8,CC7.2,CC7.3,CC7.4",5.1,1.7.1.6,The contents of the /etc/issue.net file are displayed to users prior to login for remote connections from configured services.,21543,Ensure permissions on /etc/issue.net are configured.,If the /etc/issue.net file does not have the correct ownership it could be modified by unauthorized users with incorrect or misleading information.,"[""stat /etc/issue.net""]",check,CIS Ubuntu Linux 16.04 LTS Benchmark v1.1.0,"[""5.1""]","[""1.7.1.6""]", ,"AU.14,AC.7", , ,164.312.b,"35.7,32.2",7.8,"[""35.7"",""32.2""]","[""7.8""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
